"","Algorithm","X","N","Y","sd","se","ci","upper","lower"
"17","FaceRecognition",0.00124794,10,0.8940501,0.035043439111575,0.0110817084638005,0.0250685661774277,0.919118666177428,0.868981533822572
"18","FaceRecognition",0.00126533,10,0.8925732,0.0355316686095345,0.0112361001872437,0.0254178245204916,0.917991024520492,0.867155375479508
"19","FaceRecognition",0.00128297,10,0.8910758,0.0360273270041876,0.0113928411340923,0.025772397176109,0.916848197176109,0.865303402823891
"20","FaceRecognition",0.00130085,10,0.8895574,0.0365292688012716,0.0115515690672547,0.0261314647070484,0.915688864707048,0.863425935292952
"21","FaceRecognition",0.00131899,10,0.8880181,0.0370385263309256,0.0117126104381844,0.0264957655978039,0.914513865597804,0.861522334402196
"22","FaceRecognition",0.00133737,10,0.8864571,0.0375545923318455,0.0118758048367726,0.0268649369754987,0.913322036975499,0.859592163024501
"23","FaceRecognition",0.00135602,10,0.8848744,0.038078238378954,0.0120413962564332,0.0272395307915819,0.912113930791582,0.857634869208418
"24","FaceRecognition",0.00137492,10,0.8832695,0.0386091776057052,0.0122092939819995,0.0276193418340892,0.910888841834089,0.855650158165911
"25","FaceRecognition",0.00139408,10,0.8816424,0.0391472042572079,0.0123794329480617,0.0280042229148379,0.909646622914838,0.853638177085162
"26","FaceRecognition",0.00141352,10,0.8799926,0.039692882178043,0.0125519914579321,0.028394577383943,0.908387177383943,0.851598022616057
"27","FaceRecognition",0.00143322,10,0.8783196,0.0402462093900366,0.0127269688860571,0.0287904038263041,0.907110003826304,0.849529196173696
"28","FaceRecognition",0.0014532,10,0.8766236,0.0408073315041414,0.0129044112786632,0.0291918064057218,0.905815406405722,0.847431793594278
"29","FaceRecognition",0.00147345,10,0.8749037,0.041376062153671,0.0130842597014292,0.0295986518035,0.9045023518035,0.8453050481965
"30","FaceRecognition",0.00149399,10,0.8731601,0.041952752703885,0.0132666252658064,0.0300111913712036,0.903171291371204,0.843148908628796
"31","FaceRecognition",0.00151482,10,0.8713917,0.042537680525101,0.0134515956839906,0.0304296235276048,0.901821323527605,0.840962076472395
"32","FaceRecognition",0.00153593,10,0.8695989,0.043130776769804,0.013639149184486,0.0308538990221584,0.900452799022158,0.838745000977842
"33","FaceRecognition",0.00155734,10,0.8677815,0.043731777124878,0.0138292021841464,0.0312838287766514,0.899065328776651,0.836497671223349
"34","FaceRecognition",0.00157905,10,0.8659384,0.0443414377334189,0.0140219937964138,0.0317199537032694,0.897658353703269,0.834218446296731
"35","FaceRecognition",0.00160106,10,0.8640698,0.0449594254332603,0.0142174186661605,0.0321620354721559,0.896231835472156,0.831907764527844
"36","FaceRecognition",0.00162338,10,0.8621748,0.0455864006153882,0.0144156856273528,0.0326105464985633,0.894785346498563,0.829564253501437
"37","FaceRecognition",0.00164601,10,0.8602535,0.0462216229611928,0.0146165605706906,0.0330649571904615,0.893318457190462,0.827188542809538
"38","FaceRecognition",0.00166896,10,0.8583057,0.0468658885806677,0.0148202952482586,0.0335258370506323,0.891831537050632,0.824779862949368
"39","FaceRecognition",0.00169222,10,0.8563304,0.0475191935144807,0.015026888408006,0.0339931832467402,0.89032358324674,0.82233721675326
"40","FaceRecognition",0.00171581,10,0.8543279,0.0481817265048575,0.0152363997354654,0.0344671307968396,0.88879503079684,0.81986076920316
"41","FaceRecognition",0.00173973,10,0.8522973,0.0488534278020602,0.0154488103361104,0.034947636958543,0.887244936958543,0.817349663041457
"42","FaceRecognition",0.00176398,10,0.8502384,0.0495343417241457,0.0156641342245412,0.0354347334350785,0.885673133435078,0.814803666564921
"43","FaceRecognition",0.00178857,10,0.8481506,0.050224890065031,0.015882504783706,0.0359287219596373,0.884079321959637,0.812221878040363
"44","FaceRecognition",0.0018135,10,0.8460339,0.050924969946972,0.0161038894808056,0.036429528937915,0.882463428937915,0.809604371062085
"45","FaceRecognition",0.00183878,10,0.8438878,0.0516346941413103,0.0163283239772693,0.0369372350416693,0.880825035041669,0.806950564958331
"46","FaceRecognition",0.00186441,10,0.8417117,0.0523546664545451,0.0165559992134775,0.0374522722080495,0.879163972208049,0.80425942779195
"47","FaceRecognition",0.0018904,10,0.8395053,0.0530842470712566,0.0167867128620294,0.0379741827406765,0.877479482740676,0.801531117259324
"48","FaceRecognition",0.00191675,10,0.8372681,0.0538242570293977,0.0170207245579225,0.0385035539747197,0.87577165397472,0.79876454602528
"49","FaceRecognition",0.00194347,10,0.8349998,0.0545745629835407,0.0172579921336303,0.0390402905206068,0.874040090520607,0.795959509479393
"50","FaceRecognition",0.00197056,10,0.8326997,0.0553352389271269,0.0174985389879333,0.039584445310057,0.872284145310057,0.793115254689943
"51","FaceRecognition",0.00199803,10,0.8303677,0.0561067481998972,0.0177425116417227,0.0401363497963536,0.870504049796354,0.790231350203646
"52","FaceRecognition",0.00202588,10,0.8280029,0.0568886195482014,0.0179897610715095,0.0406956668649436,0.868698566864944,0.787307233135056
"53","FaceRecognition",0.00205412,10,0.8256055,0.0576816158431591,0.0182405285183236,0.0412629422409507,0.866868442240951,0.784342557759049
"54","FaceRecognition",0.00208275,10,0.8231743,0.0584858209693218,0.0184948405087894,0.0418382359317682,0.865012535931768,0.781336064068232
"55","FaceRecognition",0.00211178,10,0.8207097,0.0593009998923571,0.0187526227185248,0.0424213798039633,0.863131079803963,0.778288320196037
"56","FaceRecognition",0.00214122,10,0.8182104,0.0601275811332315,0.019014010657758,0.0430126804029686,0.861223080402969,0.775197719597031
"57","FaceRecognition",0.00217107,10,0.8156764,0.0609659010216185,0.0192791106832701,0.0436123783245388,0.859288778324539,0.772064021675461
"58","FaceRecognition",0.00220133,10,0.8131069,0.0618155472576816,0.0195477924144049,0.0442201786271385,0.857327078627138,0.768886721372862
"59","FaceRecognition",0.00223202,10,0.8105019,0.0626772676768327,0.0198202923374842,0.0448366162799942,0.855338516279994,0.765665283720006
"60","FaceRecognition",0.00226313,10,0.8078604,0.0635511532865018,0.0200966392315841,0.0454617563858993,0.853322156385899,0.762398643614101
"61","FaceRecognition",0.00229468,10,0.805182,0.0644369524332808,0.0203767535169096,0.0460954189228506,0.851277418922851,0.759086581077149
"62","FaceRecognition",0.00232666,10,0.8024663,0.065335303745882,0.0206608371455918,0.0467380607383077,0.849204360738308,0.755728239261692
"63","FaceRecognition",0.0023591,10,0.7997127,0.0662457585225902,0.0209487482256896,0.0473893608503999,0.8471020608504,0.7523233391496
"64","FaceRecognition",0.00239198,10,0.796921,0.0671692790575506,0.0212407910613308,0.0480500076428896,0.84497100764289,0.74887099235711
"65","FaceRecognition",0.00242532,10,0.79409,0.0681055258567337,0.0215368582950769,0.0487197582563781,0.842809758256378,0.745370241743622
"66","FaceRecognition",0.00245913,10,0.7912197,0.0690548352495641,0.0218370562836305,0.0493988532864422,0.840618553286442,0.741820846713558
"67","FaceRecognition",0.00249341,10,0.7883094,0.0700174671972009,0.0221414672339281,0.0500874786980922,0.838396878698092,0.738221921301908
"68","FaceRecognition",0.00252817,10,0.7853587,0.0709934747205685,0.0224501079126582,0.0507856724202125,0.836144372420212,0.734573027579787
"69","FaceRecognition",0.00256341,10,0.7823668,0.0719829519921982,0.0227630080997901,0.0514935018197738,0.833860301819774,0.730873298180226
"70","FaceRecognition",0.00259914,10,0.7793329,0.0729866223152496,0.0230803965238661,0.0522114843166864,0.831544384316686,0.727121415683314
"71","FaceRecognition",0.00263537,10,0.776257,0.0740038802991663,0.0234020817435828,0.052939186840635,0.829196186840635,0.723317813159365
"72","FaceRecognition",0.00267211,10,0.7731384,0.0750354528076192,0.0237282936134153,0.0536771293585663,0.826815529358566,0.719461270641434
"73","FaceRecognition",0.00270935,10,0.7699759,0.0760815266035206,0.024059091192982,0.0544254454726193,0.824401345472619,0.715550454527381
"74","FaceRecognition",0.00274712,10,0.7667694,0.0771421535193308,0.0243944908731459,0.0551841722615025,0.821953572261503,0.711585227738498
"75","FaceRecognition",0.00278541,10,0.7635184,0.0782171693487647,0.0247344407273205,0.0559531922591158,0.819471592259116,0.707565207740884
"76","FaceRecognition",0.00282424,10,0.7602221,0.079307534803097,0.025079244559086,0.0567331927169043,0.816955292716904,0.703488907283096
"77","FaceRecognition",0.00286361,10,0.7568795,0.0804132696667658,0.0254289086248309,0.0575241877878023,0.814403687787802,0.699355312212198
"78","FaceRecognition",0.00290353,10,0.7534905,0.0815340459198215,0.0257833291955394,0.0583259428204736,0.811816442820474,0.695164557179527
"79","FaceRecognition",0.002944,10,0.7500544,0.082670562729695,0.0261427273673663,0.0591389579691684,0.809193357969168,0.690915442030832
"80","FaceRecognition",0.00298504,10,0.7465702,0.0838230139809136,0.0265071644519825,0.0599633719305221,0.806533571930522,0.686606828069478
"81","FaceRecognition",0.00302665,10,0.7430377,0.0849912817594971,0.0268766031617134,0.0607991003539548,0.803836800353955,0.682238599646045
"82","FaceRecognition",0.00306884,10,0.7394556,0.0861760122117003,0.0272512478259457,0.0616466054646521,0.801102205464652,0.677808994535348
"83","FaceRecognition",0.00311162,10,0.7358238,0.0873773244367973,0.0276311361071769,0.0625059724611023,0.798329772461102,0.673317827538898
"84","FaceRecognition",0.00315499,10,0.7321415,0.0885956608057703,0.0280164078953943,0.0633775177964424,0.795519017796442,0.668763982203558
"85","FaceRecognition",0.00319897,10,0.7284074,0.0898305872582137,0.0284069259286456,0.0642609309625636,0.792668330962564,0.664146469037436
"86","FaceRecognition",0.00324356,10,0.7246216,0.0910825386451456,0.0288028277188967,0.0651565230331448,0.789778123033145,0.659465076966855
"87","FaceRecognition",0.00328877,10,0.720783,0.0923520337043713,0.0292042773054451,0.0660646650908576,0.786847665090858,0.654718334909142
"88","FaceRecognition",0.00333462,10,0.7169748,0.0936041338151734,0.0296002261263134,0.0669603635520865,0.783935163552087,0.650014436447913
"89","FaceRecognition",0.0033811,10,0.7160638,0.0936352320832756,0.0296100602621624,0.0669826099129372,0.783046409912937,0.649081190087063
"90","FaceRecognition",0.00342823,10,0.7151399,0.0936683556638349,0.0296205348580451,0.0670063050950407,0.782146205095041,0.648133594904959
"91","FaceRecognition",0.00347602,10,0.7142034,0.0937044658146025,0.0296319538903529,0.0670321367407679,0.781235536740768,0.647171263259232
"92","FaceRecognition",0.00352447,10,0.7132536,0.0937427651812247,0.0296440652134997,0.0670595344571754,0.780313134457175,0.646194065542825
"93","FaceRecognition",0.0035736,10,0.7122907,0.0937838076168921,0.0296570439712427,0.067088894446968,0.779379594446968,0.645201805553032
"94","FaceRecognition",0.00362342,10,0.7113144,0.0938279444174282,0.0296710012530754,0.067120468012039,0.778434868012039,0.644193931987961
"95","FaceRecognition",0.00367392,10,0.7103246,0.0938745310770357,0.0296857332483692,0.0671537941007152,0.777478394100715,0.643170805899285
"96","FaceRecognition",0.00372514,10,0.7093205,0.0939244261180823,0.0297015114457347,0.0671894868629017,0.776509986862902,0.642131013137098
"97","FaceRecognition",0.00377706,10,0.7083028,0.0939773503159139,0.0297182475465832,0.0672273465533134,0.775530146553313,0.641075453446687
"98","FaceRecognition",0.00382971,10,0.7072709,0.0940332813014744,0.0297359344771982,0.0672673571700919,0.774538257170092,0.640003542829908
"99","FaceRecognition",0.0038831,10,0.7062247,0.094092689495282,0.029754720997609,0.0673098552318034,0.773534555231803,0.638914844768197
"100","FaceRecognition",0.00393723,10,0.7051638,0.0941554555825394,0.0297745693771641,0.0673547553857837,0.772518555385784,0.637809044614216
"101","FaceRecognition",0.00399211,10,0.704088,0.0942214742449347,0.0297954463112887,0.0674019822918511,0.771489982291851,0.636686017708149
"102","FaceRecognition",0.00404776,10,0.7029972,0.0942913626842058,0.0298175469763098,0.0674519774695313,0.770449177469531,0.635545222530469
"103","FaceRecognition",0.00410418,10,0.7018914,0.0943653196526963,0.029840934223237,0.0675048830976856,0.769396283097686,0.634386516902314
"104","FaceRecognition",0.00416139,10,0.70077,0.0944426373214038,0.029865384216886,0.0675601928259491,0.768330192825949,0.633209807174051
"105","FaceRecognition",0.0042194,10,0.6996331,0.0945241764963981,0.0298911691680373,0.0676185224378884,0.767251622437888,0.632014577562112
"106","FaceRecognition",0.00427821,10,0.6984803,0.0946100919294554,0.0299183380134993,0.0676799826362554,0.766160282636255,0.630800317363745
"107","FaceRecognition",0.00433785,10,0.6973116,0.0946999888668303,0.0299467659211772,0.0677442910312321,0.765055891031232,0.629567308968768
"108","FaceRecognition",0.00439832,10,0.6961263,0.0947943056154863,0.0299765914959026,0.0678117611687319,0.763938061168732,0.628314538831268
"109","FaceRecognition",0.00445963,10,0.6949245,0.0948931937861955,0.0300078626812115,0.0678825015045675,0.762807001504568,0.627041998495433
"110","FaceRecognition",0.00452179,10,0.6937062,0.0949968071905577,0.0300406281166023,0.0679566220689291,0.761662822068929,0.625749577931071
"111","FaceRecognition",0.00458482,10,0.6924707,0.0951053576140693,0.0300749547745296,0.0680342743640342,0.760504974364034,0.624436425635966
"112","FaceRecognition",0.00464873,10,0.6912182,0.095218775538581,0.0301108206714242,0.0681154086595945,0.759333608659595,0.623102791340405
"113","FaceRecognition",0.00471354,10,0.6899481,0.0953373826837557,0.0301483275439764,0.0682002550999927,0.758148355099993,0.621747844900007
"114","FaceRecognition",0.00477924,10,0.6886602,0.0954610752515274,0.0301874425683558,0.0682887394325654,0.756948939432565,0.620371460567435
"115","FaceRecognition",0.00484586,10,0.6873545,0.095590693730265,0.0302284315303215,0.0683814629064718,0.755735962906472,0.618973037093528
"116","FaceRecognition",0.00491341,10,0.6860306,0.095725846853513,0.0302711707005564,0.0684781456265507,0.754508745626551,0.617552454373449
"117","FaceRecognition",0.0049819,10,0.6846879,0.0958664674991556,0.0303156388531838,0.0685787395765333,0.753266639576533,0.616109160423467
"118","FaceRecognition",0.00505134,10,0.683327,0.0960133389644955,0.0303620836885598,0.0686838050935542,0.752010805093554,0.614643194906446
"119","FaceRecognition",0.00512175,10,0.6819468,0.0961661349099105,0.0304104020090349,0.0687931087283111,0.750739908728311,0.613153691271689
"120","FaceRecognition",0.00519315,10,0.6805477,0.0963255583598893,0.0304608161304724,0.0689071533942271,0.749454853394227,0.611640546605773
"121","FaceRecognition",0.00526554,10,0.6791289,0.0964914119476731,0.0305132636400231,0.0690257979036283,0.748154697903628,0.610103102096372
"122","FaceRecognition",0.00533894,10,0.6776901,0.0966640719323599,0.0305678635212611,0.0691493114160587,0.746839411416059,0.608540788583941
"123","FaceRecognition",0.00541336,10,0.6762315,0.0968431847716824,0.030624503974305,0.0692774410226161,0.745508941022616,0.606954058977384
"124","FaceRecognition",0.00548882,10,0.6747525,0.0970300020970032,0.0306835807997444,0.0694110820864393,0.744163582086439,0.605341417913561
"125","FaceRecognition",0.00556533,10,0.6732527,0.0972237776598685,0.030744858013098,0.0695497007735434,0.742802400773543,0.603702999226457
"126","FaceRecognition",0.00564291,10,0.6717323,0.0974249703470431,0.0308084807271021,0.0696936253517445,0.741425925351744,0.602038674648255
"127","FaceRecognition",0.00572157,10,0.6701905,0.097634237616445,0.0308746568482055,0.0698433261381048,0.740033826138105,0.600347173861895
"128","FaceRecognition",0.00580132,10,0.6686275,0.0978510833917767,0.0309432295033089,0.0699984482610189,0.738625948261019,0.598629051738981
"129","FaceRecognition",0.00588219,10,0.6670424,0.0980761561171272,0.0310144037484378,0.070159455589444,0.737201855589444,0.596882944410556
"130","FaceRecognition",0.00596418,10,0.6654353,0.0983096725240649,0.031088248120132,0.0703265031638044,0.735761803163804,0.595108796836196
"131","FaceRecognition",0.00604732,10,0.6638059,0.0985517644009707,0.0311648042935367,0.0704996852598283,0.734305585259828,0.593306214740172
"132","FaceRecognition",0.00613162,10,0.6621535,0.0988026089536888,0.0312441283060602,0.0706791286429403,0.73283262864294,0.59147437135706
"133","FaceRecognition",0.00621709,10,0.6604783,0.099062698686853,0.0313263759013426,0.0708651856297313,0.731343485629731,0.589613114370269
"134","FaceRecognition",0.00630375,10,0.6587796,0.0993316959554088,0.0314114403066427,0.07105761468348,0.72983721468348,0.58772198531652
"135","FaceRecognition",0.00639162,10,0.6570574,0.0996105649296298,0.031499626419372,0.07125710553005,0.72831450553005,0.58580029446995
"136","FaceRecognition",0.00648072,10,0.6553113,0.0998991174569514,0.0315908747404654,0.0714635235732048,0.726774823573205,0.583847776426795
"137","FaceRecognition",0.00657106,10,0.6535404,0.10019780806895,0.0316853290054281,0.0716771939652469,0.725217593965247,0.581863206034753
"138","FaceRecognition",0.00666265,10,0.6517454,0.100506681245245,0.0317830032799503,0.0718981485249785,0.723643548524978,0.579847251475022
"139","FaceRecognition",0.00675553,10,0.6504849,0.100128168400361,0.031663307008604,0.0716273767473921,0.722112276747392,0.578857523252608
"140","FaceRecognition",0.0068497,10,0.6492326,0.0997171670522851,0.031533336970472,0.0713333640946826,0.720565964094683,0.577899235905317
"141","FaceRecognition",0.00694518,10,0.6479624,0.0993048121427714,0.0314029388986303,0.071038383162451,0.719000783162451,0.576924016837549
"142","FaceRecognition",0.00704199,10,0.646675,0.0988916351051886,0.0312722808470661,0.0707428141152277,0.717417814115228,0.575932185884772
"143","FaceRecognition",0.00714015,10,0.6453694,0.0984781283288607,0.0311415185229551,0.0704470091871159,0.715816409187116,0.574922390812884
"144","FaceRecognition",0.00723968,10,0.6440457,0.0980636339617745,0.0310104438952249,0.0701504977791348,0.714196197779135,0.573895202220865
"145","FaceRecognition",0.0073406,10,0.6427034,0.0976490593437085,0.0308793438899066,0.0698539289630612,0.712557328963061,0.572849471036939
"146","FaceRecognition",0.00744292,10,0.6413425,0.0972341851239687,0.0307481491422203,0.0695571458248611,0.710899645824861,0.571785354175139
"147","FaceRecognition",0.00754667,10,0.6399626,0.0968195359455472,0.0306170255588473,0.0692605236715222,0.709223123671522,0.570702076328478
"148","FaceRecognition",0.00765187,10,0.6385634,0.0964054030680393,0.0304860652441589,0.0689642708576074,0.707527670857607,0.569599129142393
"149","FaceRecognition",0.00775853,10,0.637145,0.0959917037040181,0.0303552420184719,0.0686683281605592,0.705813328160559,0.568476671839441
"150","FaceRecognition",0.00786668,10,0.6357066,0.0955790198378052,0.0302247399213882,0.0683731119068811,0.704079711906881,0.567333488093119
"151","FaceRecognition",0.00797634,10,0.634248,0.0951676662761279,0.0300946585035359,0.0680788472957396,0.70232684729574,0.56616915270426
"152","FaceRecognition",0.00808753,10,0.6327693,0.0947575188996161,0.0299649585149239,0.0677854455374862,0.700554745537486,0.564983854462514
"153","FaceRecognition",0.00820026,10,0.6312699,0.094349229029942,0.0298358459215495,0.0674933725595769,0.698763272559577,0.563776527440423
"154","FaceRecognition",0.00831457,10,0.6297496,0.0939435784833996,0.0297075679554329,0.0672031876396971,0.696952787639697,0.562546412360303
"155","FaceRecognition",0.00843047,10,0.628208,0.0935398959101884,0.0295799123171264,0.0669144105231304,0.69512241052313,0.56129358947687
"156","FaceRecognition",0.00854799,10,0.6266452,0.093139225375301,0.0294532091689702,0.0666277880889797,0.69327298808898,0.56001741191102
"157","FaceRecognition",0.00866714,10,0.6250603,0.0927422814099493,0.0293276844655732,0.066343831482082,0.691404131482082,0.558716468517918
"158","FaceRecognition",0.00878795,10,0.6234536,0.0923486438295417,0.0292032053329006,0.0660622401204879,0.689515840120488,0.557391359879512
"159","FaceRecognition",0.00891045,10,0.6218243,0.0919591699530588,0.0290800428790185,0.0657836272932507,0.687607927293251,0.556040672706749
"160","FaceRecognition",0.00903466,10,0.6201722,0.0915743900963097,0.0289583648045105,0.0655083723654468,0.685680572365447,0.554663827634553
"161","FaceRecognition",0.0091606,10,0.6184974,0.0911948099670882,0.0288383310282224,0.065236837098639,0.683734237098639,0.553260562901361
"162","FaceRecognition",0.00928829,10,0.6167991,0.090820421502423,0.0287199390004188,0.0649690157249249,0.681768115724925,0.551830084275075
"163","FaceRecognition",0.00941777,10,0.6150771,0.0904524394861128,0.0286035728694667,0.0647057772482844,0.679782877248284,0.550371322751716
"164","FaceRecognition",0.00954905,10,0.6133311,0.0900908323594089,0.0284892226556133,0.0644470990929486,0.677778199092949,0.548884000907051
"165","FaceRecognition",0.00968215,10,0.6115608,0.0897369268037288,0.0283773078923597,0.0641939303096314,0.675754730309631,0.547366869690369
"166","FaceRecognition",0.00981712,10,0.6097656,0.0893904303356909,0.0282677360883393,0.0639460616683261,0.673711661668326,0.545819538331674
"167","FaceRecognition",0.00995396,10,0.6079457,0.0890523924814925,0.028160839132877,0.0637042439548457,0.671649943954846,0.544241456045154
"168","FaceRecognition",0.0100927,10,0.6067216,0.088748078818893,0.0280646067031848,0.063486551074724,0.670208151074724,0.543235048925276
"169","FaceRecognition",0.0102334,10,0.605793,0.0884681600564733,0.0279760886182786,0.0632863092549163,0.669079309254916,0.542506690745084
"170","FaceRecognition",0.010376,10,0.6048514,0.0882005797476537,0.0278914722949905,0.0630948938331004,0.6679462938331,0.5417565061669
"171","FaceRecognition",0.0105207,10,0.603897,0.0879465706437721,0.0278111475635221,0.0629131866664593,0.666810186666459,0.540983813333541
"172","FaceRecognition",0.0106673,10,0.6029289,0.0877067107282371,0.0277352971982755,0.0627416012194158,0.665670501219416,0.540187298780584
"173","FaceRecognition",0.010816,10,0.6019475,0.0874819283182405,0.0276642147589224,0.062580801570084,0.664528301570084,0.539366698429916
"174","FaceRecognition",0.0109668,10,0.6009525,0.0872733269208487,0.0275982492050371,0.0624315771198646,0.663384077119865,0.538520922880135
"175","FaceRecognition",0.0111197,10,0.5999436,0.0870811055857954,0.0275374634816725,0.0622940702603594,0.662237670260359,0.537649529739641
"176","FaceRecognition",0.0112747,10,0.5989206,0.0869068956645239,0.0274823734674508,0.0621694479900892,0.661090047990089,0.536751152009911
"177","FaceRecognition",0.0114318,10,0.5978832,0.0867514211831074,0.0274332081195198,0.0620582282461057,0.659941428246106,0.535824971753894
"178","FaceRecognition",0.0115912,10,0.5968313,0.0866156649868961,0.027390278240869,0.0619611141136176,0.658792414113618,0.534870185886382
"179","FaceRecognition",0.0117528,10,0.5957652,0.0865006605380046,0.0273539106409141,0.0618788448868858,0.657644044886886,0.533886355113114
"180","FaceRecognition",0.0119166,10,0.5946838,0.0864070512256443,0.027324308777188,0.0618118808188256,0.656495680818826,0.532871919181174
"181","FaceRecognition",0.0120827,10,0.5935876,0.0863362276312789,0.0273019123901605,0.0617612166714907,0.655348816671491,0.531826383328509
"182","FaceRecognition",0.0122511,10,0.5924758,0.0862895946357381,0.027287165742158,0.0617278574360845,0.654203657436084,0.530747942563916
"183","FaceRecognition",0.0124219,10,0.5913487,0.0862674278766647,0.0272801559974564,0.0617120002918984,0.653060700291898,0.529636699708102
"184","FaceRecognition",0.0125951,10,0.5902058,0.0862715217642016,0.0272814505983665,0.0617149288826201,0.65192072888262,0.52849087111738
"185","FaceRecognition",0.0127706,10,0.5890472,0.0863023637873777,0.0272912037024549,0.0617369919368933,0.650784191936893,0.527310208063107
"186","FaceRecognition",0.0129486,10,0.5878723,0.0863613308605832,0.0273098507282832,0.0617791744399356,0.649651474439936,0.526093125560064
"187","FaceRecognition",0.0131291,10,0.586681,0.0864497643515842,0.0273378158535836,0.0618424359484424,0.648523435948442,0.524838564051558
"188","FaceRecognition",0.0133122,10,0.5854731,0.0865684479427182,0.0273753469004707,0.0619273370749854,0.647400437074985,0.523545762925015
"189","FaceRecognition",0.0134977,10,0.5843141,0.0862713132345342,0.0272813846554956,0.0617147797094824,0.646028879709482,0.522599320290517
"190","FaceRecognition",0.0136859,10,0.5831476,0.0859181158768174,0.0271696938441018,0.0614621175404691,0.644609717540469,0.521685482459531
"191","FaceRecognition",0.0138766,10,0.5819648,0.085565657404514,0.0270582366887916,0.0612099839382391,0.643174783938239,0.520754816061761
"192","FaceRecognition",0.0140701,10,0.5807656,0.085214043142613,0.026947046496251,0.0609584542477504,0.64172405424775,0.51980714575225
"193","FaceRecognition",0.0142662,10,0.5795497,0.0848634979914477,0.0268361943862099,0.0607076893530097,0.64025738935301,0.51884201064699
"194","FaceRecognition",0.0144651,10,0.5783166,0.0845143666592978,0.0267257893649977,0.0604579358434656,0.638774535843466,0.517858664156534
"195","FaceRecognition",0.0146667,10,0.5770666,0.0841669573014124,0.0266159288798602,0.0602094141601034,0.637276014160103,0.516857185839897
"196","FaceRecognition",0.0148712,10,0.5757989,0.0838211804132928,0.0265065846269899,0.059962060275262,0.635760960275262,0.515836839724738
"197","FaceRecognition",0.0150784,10,0.5745137,0.0834776435168256,0.0263979487216757,0.0597163087839185,0.634230008783919,0.514797391216081
"198","FaceRecognition",0.0152886,10,0.5732104,0.0831370058988308,0.0262902296487159,0.0594726313114525,0.632683031311452,0.513737768688548
"199","FaceRecognition",0.0155017,10,0.5718891,0.0827991343734274,0.0261833852910369,0.0592309325824243,0.631120032582424,0.512658167417576
"200","FaceRecognition",0.0157178,10,0.5705493,0.0824641893349942,0.0260774663697948,0.0589913273360606,0.629540627336061,0.511557972663939
"201","FaceRecognition",0.0159369,10,0.5691911,0.0821330900705948,0.0259727635890839,0.0587544731907106,0.627945573190711,0.510436626809289
"202","FaceRecognition",0.0161591,10,0.5678137,0.0818057258347143,0.0258692419280976,0.0585202909238057,0.626333990923806,0.509293409076194
"203","FaceRecognition",0.0163843,10,0.5664171,0.081483057679291,0.0257672052981433,0.0582894680304868,0.624706568030487,0.508127631969513
"204","FaceRecognition",0.0166127,10,0.5650009,0.0811651417631567,0.025666671458203,0.0580620446843622,0.623062944684362,0.506938855315638
"205","FaceRecognition",0.0168443,10,0.5636274,0.0809156605913425,0.0255877785845769,0.0578835766051952,0.621510976605195,0.505743823394805
"206","FaceRecognition",0.0170791,10,0.562254,0.0807075763358063,0.0255219765653054,0.0577347220959736,0.619988722095974,0.504519277904026
